hate	markmail permalink	type(code, personal, both, unsure)	date	timestamp	mail excerpt
0.676388377515012	http://markmail.org/message/qsuq427y6dwkf4hy	B	16/01/12 16:59	1326729558	So stop spouting garbage.
0.856006572922634	http://markmail.org/message/dq2ynrzxr7pmwats	B	18/01/12 11:47	1326883651	.. And how the f*^& did you imagine that something like chrome would do that? You need massive amounts of privileges, and it's a total disaster in every single respect. Stop pushing crap. No, ptrace isn't wonderful, but your LSM+auditing idea is a billion times worse in all respects. ... THERE IS NO WAY IN HELL YOU CAN EVER FIX LSM+AUDIT TO BE USABLE! Stop bothering to even bring it up. It's dead, Jim.
0.749374153119353	http://markmail.org/message/ch4twebkpi6b2mbl	C	23/01/12 08:05	1327302349	"And this is just insanity. The ""barrier()"" cannot *possibly* do anything sane. If it really makes a difference, there is again some serious problem with the whole f*cking thing. NAK on the patch until sanity is restored. This is just total voodoo programming."
0.904115248323772	http://markmail.org/message/onbcv4qmrw4tbv5s	C	23/01/12 10:45	1327311912	This still doesn't make sense. Why do that stupid allocation? Why not just move the entry? Why doesn't just the sane approach work? What the f*^& does that pci_stop_bus_device() function do ...And if it does anything else, it should damn well stop doing that. The *exact* same loop is then apparently working for the virtual device case, so what the hell is going on that it wouldn't work for the physical one? What's the confusion? Why all the crazy idiotic code that makes no sense?
0.786556214631599	http://markmail.org/message/uuekhii7gppgrchm	C	23/01/12 11:34	1327314842	...which at least isn't butt ugly. ... Who is in charge of the whole 'is_virtfn' mess? How realistic is it to fix that crud?
0.76256174428619	http://markmail.org/message/do7uzydtoet263qb	C	23/01/12 11:44	1327315447	Ugh. Ok, so that's a disgusting hack, but it's better than messing up the generic PCI subsystem. At least it's a disgusting hack in the IOV code.
0.912858630549809	http://markmail.org/message/dxz4tb3kjl4bp6gv	C	01/02/12 15:14	1328105691	I think this patch is horrible, and broken. And making the feature a config option is just stupid.
0.890787561970504	http://markmail.org/message/ksmb5zyz2lqibbtz	C	03/02/12 17:27	1328286433	I hate this patch. Why? Because mindless checks like this would just lead to people making things worse and intermixing spaces there instead.
0.736764336925693	http://markmail.org/message/dbru76xfj6x3kwrw	C	10/02/12 10:59	1328867968	I never *ever* want to see this code ever again. Sorry, but last time was too f*cking painful. 
0.804935503438898	http://markmail.org/message/hajos5jgikouyqzz	C	19/02/12 10:45	1329644703	Duh. That is just broken. ... That's just stupid. 
0.909745695099211	http://markmail.org/message/jkqbwy67dldnsw64	B	23/02/12 09:17	1329985078	"Ingo, stop with the stupid denialism. NOBODY likes that name. NOBODY. It's wrong. It's stupid. It sounds like a stronger ""unlikely()"", and it simply IS NOT. So rename it already. ..."
0.907523156483724	http://markmail.org/message/dr3rwlsdmbskwd25	C	27/02/12 08:23	1330327409	"There's two of those *stupid* merges that have no reason for existing, no explanation, and are just ugly. Don't do this, guys! ... Christ. I really don't like stupid unnecessary merges. ... The above is really just a f*cking abomination, and says ""somebody is doing something horribly wrong""."
0.461319620589342	http://markmail.org/message/5m6tpd4ndfhmgwmb	P	27/02/12 15:25	1330352753	"Congratulations, you seem to have found a whole new and unique way of screwing up ;) Linus ""my mom called me 'special' too"" Torvalds"
0.401778212265373	http://markmail.org/message/elh6nu2xnuhnih4a	C	28/02/12 10:34	1330421666	Oh christ. This is exactly what the scheduler has ALWAYS ALREADY DONE FOR YOU. ... Stop doing it. You get *zero* advantages from just doing what the scheduler natively does for you, and the scheduler does it *better*.
0.889326630429146	http://markmail.org/message/jbumffinfr6z2fgw	C	01/03/12 08:22	1330586551	"Ugh. But my patch was crap. It fixed up ""arg"", but it *should* have fixed up ""cmd"". Stupid."
0.782515024394104	http://markmail.org/message/d4dfw53uqwhdj24i	B	08/03/12 15:40	1331217603	Stop right there. ... This is about your patch BREAKING EXISTING BINARIES. So stop the f*&^ing around already. The patch was shown to be broken, stop making excuses, and stop blathering. End of story. Binary compatibility is more important than *any* of your patches. If you continue to argue anything else or making excuses, I'm going to ask people to just ignore your patches entirely. Seriously. ... Dammit, I'm continually surprised by the *idiots* out there that don't understand that binary compatibility is one of the absolute top priorities. ... Breaking existing binaries ... is just about the *worst* offense any kernel developer can do. Because that shows that they don't understand what the whole *point* of the kernel was after all. We're not masturbating around with some research project.  We never were. Even when Linux was young, the whole and only point was to make a *usable* system. It's why it's not some crazy drug-induced microkernel or other random crazy thing. Really.
0.821506550701163	http://markmail.org/message/rejdrjwxjpsjhcbz	B	10/03/12 13:48	1331383738	Christ. This one is too ugly to live. I'm not pulling crap like this. It's f*^&ing stupid to take a lock, calculate a bitqueue, and just generally be an absolute ass-hat about things for waiting for a bit that is already set 99.999% of the time.
0.606512526777025	http://markmail.org/message/ichcq6rwe6kd465y	B	12/03/12 03:11	1331518280	"Umm. I think your argument is totally braindead and wrong. My counter-argument is very simple: ""So what?"""
0.787343455864816	http://markmail.org/message/g3trnj5a24qwudha	B	13/03/12 18:50	1331661048	"Sorry, you're wrong. And Rafael *told* you why you are wrong, and you ignored him and talked about ""exec"" some more. So go back and read Rafael's email. ... So please, read the emails. People actually *agree* that the name may be a bit misleading, but instead of harping on bogus issues, just read the emails from people like Rafael about it. So STOP with this idiocy already. ... Seriously. Get that through your head already."
0.842510012478088	http://markmail.org/message/juyi2s4trzco2u4t	C	13/03/12 19:20	1331662848	"So I have to say, I hate this entire series. ... So quite frankly, I think the whole series is total and utter garbage. And there isn't even any *explanation"" for the garbage. You say that you are unifying things, but dammit, in order to unify them you end up *adding*new*f&^#ing*code*. ... So a honking big NAK on this whole series unless you can explain with numbers and show with numbers what the advantage of the abortion is."
0.859698668648547	http://markmail.org/message/2akzikmz2ddlrpxw	C	16/03/12 16:37	1331912240	Ugh, this is disgusting.
0.903355526226076	http://markmail.org/message/awyyeypu2ephzrgw	B	16/03/12 22:51	1331934669	"Stop these idiotic games already! ... Your moronic ""let's change the test to something else"" is entirely and utterly misguided and totally misses the point. ... Stop the idiocy already. How hard is it to understand? How many times do people have to tell you? ... Rafael, please consider everything along these *IDIOTIC* lines completely NAK'ed. In fact, until Stephen starts showing any sign of understanding that it's not about just some random small detail, just ignore anything and everything from him. Stephen, you've been told multiple times that that WARN_ON() is correct. Until you understand that, just stop sending these entirely random patches that change it to something completely wrong. How hard can it be to understand that you cannot and must not load firmware when the system isn't up-and-running. And *dammit*, the fact that you send these kinds of completely nonsensical patches ... all you are showing is that you don't understand the problem. Stop, think, and read the emails that have been in this thread and that have explained how it *could* be solved. Until you do that, any patch you send is just worthless. Really."
0.863940800346905	http://markmail.org/message/6frp6dt75hnwzdm3	C	21/03/12 10:12	1332321161	Ugh. This is getting really ugly. ... because quite frankly, the whole spinunlock inlining logic is *already* unreadable, and you just made it worse.
0.892596967274178	http://markmail.org/message/koy5eiv3bsbiqnhj	C	22/03/12 18:07	1332436058	... Why do I call it a total disaster? ... More importantly, they are both IDENTICALLY BAD. They are crap because: ... Doing a function call for these things is stupid. ...
0.862346378760911	http://markmail.org/message/6t2fviwfm4kb2xxp	B	22/03/12 20:15	1332443736	"... I will not be pulling this tree at all. It's pure and utter shit, and I wonder how long (forever?) this has been going on. ...the thing that makes me go ""uhhuh, no way in *hell* should I pull this"" is that you have apparently totally broken all sign-offs. Avi, you ABSOLUTELY MUST NOT rebase other peoples commits. That's a total no-no. And one thing I notice when I look through the commits is that you have totally broken the Signed-off-by: series in the process, exactly because what you do is crap, crap, CRAP. ... That's simply not true in your tree. Maybe because you have rebased other peoples (Alexander's) commits? I see commits where the sign-off ends with Alexander, but then the committer is you. WTF? Fix your f*cking broken shit *now*. I'm not pulling crap like this. And it makes me unhappy to realize that this has probably happened a long time and I haven't even noticed. The whole ""you MUST NOT rebase other peoples commits"" is the thing I've been telling people for *years* now. Why the hell is it still going on?"
0.75520484432542	http://markmail.org/message/gj44tkutjg4y7y6t	C	28/03/12 21:24	1332962658	Ugh: ... Can we please move that abortion into arch/powerpc/? Instead of making generic code even uglier..
0.789545469942151	http://markmail.org/message/shn5pikjabdiw4ss	P	29/03/12 12:31	1333017112	"Your original email used ""torv...@osdl.org"", which goes into a kind-of-black hole. Please fix whatever crazy-old address book you have - that address is old, old, old. Oh, and your *new* email had totally broken email headers too. WTF? That ... is just pure and utter garbage. What the hell is wrong with your email setup? When I reply to that email, I sure as hell want to reply to *you*, not to *me*. So fix your email, right now it's terminally broken. Will look at the pull requests now that I actually see them, and when I'm over being upset by your idiotic email issues."
0.764455381312007	http://markmail.org/message/smg2va3obl3tjcgt	C	30/03/12 12:16	1333102592	Finally, people - your merge messages suck. Leaving the list of conflicting files without talking about what the conflict actually was is *not* a good merge message. Len, you're not the only one that does this, but it is yet another reason why I absolutely detest some of the merges I see: they are just very uninformative, and don't add anything useful to the tree - quite the reverse. They hide a problem, without actually talking about what the problem was. ...And yes, sometimes my merge messages suck too (although I've tried very hard to become better at them).
0.838975677701874	http://markmail.org/message/capsv5nvywxl7upx	B	30/03/12 15:39	1333114762	Grr. Most of these patches have the same stupid problem: why the *hell* do you repeat the single-line top-level description in both the Subject line and the body of the email? It only results in stupid duplicate lines in the commit logs. This is a disease. I don't know who the heck started doing it, but it's WRONG. It's stupid. What broken piece-of-shit tool is it that does this braindamage? Fix it. Stop sending these broken commit messages to people. I'm grumpy, yes, because this is a common problem. I see it all over the place, and it makes our commit logs look f*cking retarded. ...
0.854350160726805	http://markmail.org/message/bh4ync7fbykaxwzv	C	05/04/12 10:09	1333613373	"... Why has this been explicitly designed to be as ugly as humanly possible, and to be so inconvenient to parse too? ... So here's a serious suggestion: aim for ""line oriented"". ... ...That's stupid. Don't do it. ...Because this is just pure and utter *shit*: ...This part gets a big NAK from me. I don't see the point of this. It's pure crap. There's no advantage. And the ""use an uint64_t"" is a classic case of just being a f*cking moron. ...This is the kind of thinking and code that just makes me go ""No way, not today, not ever"". It's *stupid*."
0.885942456755531	http://markmail.org/message/b6regz6h4iel6lyq	B	09/04/12 15:29	1333978191	"Oh, *HELL*NO*! It's a fucking disaster in ""Oh, one notifier was broken, SO LET'S ADD ANOTHER RANDOM ONE TO FIX THAT"". The definition of insanity is doing the same thing over and over and thinking you get a different result. Let's not do that kind of idiotic thing. Notifiers are evil crap. Let's make *fewer* of them, not add yet-another-random-notifier-for-some-random-reason. F*ck me, but how I hate those random notifiers. And I hate people who add them willy nilly."
0.587876133057311	http://markmail.org/message/itukxtb7z2d5wh6w	B	12/04/12 12:05	1334225123	...So stop complaining. Reverts really *are* just patches, Greg is 100% right, and you are simply wrong. ...and the fact that you *continue* to complain just makes you look stupid.
0.757311538194661	http://markmail.org/message/ubwct7u24synra4k	P	12/04/12 14:33	1334234027	You're a fucking moron. ... So just reverting it from stable, *WITHOUT LEARNING THE LESSON*, is not a no-op at all, it's a sign of being a f*cking moron. I'm stupider for just reading your email. Go away.
0.810709046585318	http://markmail.org/message/lyo6lblmxx5ur454	P	12/04/12 15:07	1334236049	Stop the idiotic arguing already.
0.879826077432954	http://markmail.org/message/yrqadud37zpdpera	B	13/04/12 17:44	1334331854	"Please don't continue to spread this total bogosity. ...That's a total idiotic lie by C++ apologists, and I hate hearing it repeated over and over again. And it really *is* a lie. ... Which is clearly insane, but is also technically simply *wrong*. ... Which is utter and complete bullshit, and any amount of brains would have realized that ... It has always been just nothing but a moronic hang-up, and it has always been *wrong*. So don't spread that lie. It was wrong. ... which is pure and utter garbage. And then they lie, and claim that their *weaker* type system NULL is ""stronger"". Pure idiocy."
0.7454519550857	http://markmail.org/message/apc5qjhvycfg5ufa	C	14/04/12 00:51	1334357469	"...And a C++ person who says that ""(vodi *)0"" is just any ""void *"" is a *fucking*moron*, ...There is absolutely *zero* excuse for the idiotic traditional C++ brain damage of saying ""NULL cannot be '(void *)0', because 'void *' will warn"". Anybody who says that is lying. ... The C++ people? They are morons, and they never got it, and in fact they spent much of their limited mental effort arguing against it. ... The whole ""it's a stronger type system, so NULL has to be 0"" is pure and utter garbage. It's wrong. It's stupid. ... Yeah, I'm not a fan of C++. It's a cruddy language."
0.74904014484169	http://markmail.org/message/kpeen3tskyftasrs	C	14/04/12 14:17	1334405850	They may be readable, but they are total shit. ... So no. Hell no.
0.748839826430043	http://markmail.org/message/2okvqhgmmbk6mavm	P	15/04/12 10:48	1334479719	And if you cannot understand what tens of people have tried to explain to you, you are just f*cking stupid.
0.911366092099658	http://markmail.org/message/6lvn6z57ozzcmlm2	C	16/04/12 12:08	1334570929	Ugh, I personally hate it. ... Your suggested format just sucks, and has the worst of all worlds.
0.874043841839301	http://markmail.org/message/ls5g34xsirkagjdl	C	24/04/12 12:37	1335263850	...This is wrong. Or at least stupid.
0.663332578025401	http://markmail.org/message/ckcwu6icpdtzlum2	C	24/04/12 18:45	1335285951	"Oh christ. What insane version of gcc is that? Can you please make a gcc bug-report? ... is just so fricking stupid that it's outright buggy. That's just crazy. It's demented. It's an ""and"" with all bits set."
0.883293343598317	http://markmail.org/message/7dwbpurjzcxumkyu	C	27/04/12 09:35	1335512135	"...which is obviously completely bogus - it's even broken the constant. Your address simplification does something horribly bad. ... That's a totally worthless instruction. ... That "",1"" is completely bogus, and I don't understand why the tools show that idiotic format to begin with. It's pure garbage. It adds zero information.... That ""0x0"" is more useless garbage in the same vein. ... Btw, don't get me wrong. I really like the changes. "
0.734517328092954	http://markmail.org/message/vrtkcayj2bi6v7uq	P	09/05/12 18:12	1336579965	Oh christ, I also cannot be bothered to continue arguing with you since you seemingly randomly drop other people from the discussion. So don't expect any more replies from me.
0.595846158103879	http://markmail.org/message/52znomrz6qlpykvz	B	10/05/12 09:47	1336636020	"Don't try to change the rules because you think you are ""clever"". You're only making things worse."
0.867569373727191	http://markmail.org/message/mry6hxuhovio3ixb	B	10/05/12 14:57	1336654665	So? Even if we hadn't had this bug before (we have), your argument is utter crap. ...Stop arguing for crap.
0.819729553536058	http://markmail.org/message/n3unxmpwoyps6r7o	C	17/05/12 15:31	1337261497	I absolutely detest these types. I realize that we already have a few users, but just looking at these diffs *hurts*. It's disgusting.
0.665562813552309	http://markmail.org/message/6uyne3c5nu7rxxcl	C	17/05/12 20:33	1337279601	Ok, this code is a rats nest. ... The code is crazy. It's an unreadable mess. Not surprising that it then also is buggy.... Looking at the code, I don't think it has been written by a human. ... Some of that code is clearly pure garbage. ... In fact, it's *all* crap. 
0.761321461069052	http://markmail.org/message/livvej2ebcpk64zd	B	19/05/12 10:08	1337414911	NAK NAK NAK. Ingo, please don't take any of these patches if they are starting to make NUMA scheduling be some arch-specific crap. Peter - you're way off base. You are totally and utterly wrong for several reasons: ...so making some arch-specific NUMA crap is *idiotic*. Your argument ...is pure crap. ... Christ, people. ...is just f*cking moronic. ... Stop the idiocy. ...
0.700387815702233	http://markmail.org/message/aw2kxp3cyedu6shq	B	21/05/12 16:43	1337611414	Wrong. ... so you're just full of it. ... Checking the MCE data is stupid and wrong. Stop doing it, and stop making idiotic excuses for it. ...you are just doing moronic things. Stop doing stupid things.
0.919955997047451	http://markmail.org/message/ii4sismm64mozslm	C	22/05/12 19:50	1337709006	Ugh. No. That is too disgusting for words.
0.801731111695407	http://markmail.org/message/c3323f2ole4j2wxk	B	24/05/12 11:20	1337851257	"*NEITHER* of your points actually address my issue. ... IOW, why the hell do you set a name that is so useful that no sane person would ever want to use it? ... So let me be more blunt and direct: which part of ""that's f*cking stupid"" do you disagree with? So instead of making drivers do stupid things because you've made the input layer names so damn useless, why don't you make the input layer use better naming? Doesn't that seem to be the *smart* thing to do?"
0.69095835350407	http://markmail.org/message/d7bid3niqwudezo3	P	24/05/12 13:10	1337857851	I'll let you think about just how stupid that comment was for a moment.
0.766463779563815	http://markmail.org/message/t7l4p5mxplznn7x4	C	07/06/12 17:25	1339082711	Ugh, looking more at the patch, I'm getting more and more convinces that it is pure and utter garbage. ... WTF? ... This is crap, guys. Seriously. Stop playing russian rulette with this code.
0.894960333111712	http://markmail.org/message/rma3xbyetfmweigo	C	12/06/12 08:26	1339482361	No, that's just crazy. Now you make broken shit code work, and then you break the *correct* code... Just face it: if somebody doesn't have an interrupt-time function pointer, they need to rethink their code. It's a mistake. It's broken shit. Why pander to crap? 
0.922208525355724	http://markmail.org/message/ebs2pmmqdb7q65qq	C	26/06/12 12:00	1340704856	"This is too damn ugly. These kinds of ""conditionally take lock"" things are always just bugs waiting to happen. Don't do it. ... These kinds of ""bool lock"" crap things have to die. They are *wrong*. They are a sign of bad locking rules."
0.753725152871591	http://markmail.org/message/smfscgbodyo7tffi	B	02/07/12 15:22	1341235375	Umm. That just smells like BS to me. ... Also, your protection claim seems to be invalidated by the actual code. ... So your claim that it hedges around it by looking at the inquiry data is pure crap. It's simply not true. ... So no, I simply don't see the careful testing or the checking that you claim exists.
0.914236858796736	http://markmail.org/message/vpm47rccr2tratwj	C	05/07/12 11:34	1341480889	This is horrible, I think. NAK NAK NAK. ... So don't do this. It's stupid. ... I absolutely *detest* patches like this that make *practical* security worse, in the name of some idiotic theoretical worry that nobody has any reason to believe is real.
0.6210100248237	http://markmail.org/message/qwv74fvg3pqnk4eo	B	06/07/12 13:29	1341574178	Kay, this needs to be fixed. ... Of course, I'd also suggest that whoever was the genius who thought it was a good idea to read things ONE F*CKING BYTE AT A TIME with system calls for each byte should be retroactively aborted. Who the f*ck does idiotic things like that? How did they noty die as babies, considering that they were likely too stupid to find a tit to suck on?
0.76845286548124	http://markmail.org/message/6ieajwxtjcw6ba3d	B	09/07/12 19:28	1341854914	"sizeof without parenthesis is an abomination, and should never be used. ... The sane solution is: just add the f*cking parenthesis, and don't use the parsing oddity. ... And talking about ""prefix operators"" is a moronic thing to do. ... Think of it as a function, and get over your idiotic pissing match over how long you've both known C. That's irrelevant. ..."
0.664861085017581	http://markmail.org/message/korjohhsmhlgcwti	C	11/07/12 01:52	1341964352	"Absolutely. Anybody who does that is just terminally confused. ""return()"" is in no way a function. ... Here's an example of a really bad use of ""sizeof"" that doesn't have the parenthesis around the argument: sizeof(*p)->member. Quite frankly, if you do this, you should be shot. ... And let's face it: if you write your code so that it's easy to parse for a machine, and ignore how easy it is to parse for a human, I don't want you writing kernel code. ..."
0.781128159151678	http://markmail.org/message/iig6w6kjn4x44a6c	C	15/07/12 16:52	1342363978	"... However, please don't use the *INSANE* ARM ""v8"" naming. There must be something in the water in Cambridge, but the ARM ""version"" naming is just totally broken. ...maybe it all makes sense if you have drunk the ARM cool-aid and have joined the ARM cult, but to sane people and outsiders, it is just a f*cking mess. So - aarch64 is just another druggie name that the ARM people came up with after drinking too much of the spiked water in cambridge. ... - armv8 is totally idiotic and incomprehensible to anybody else...complete and utter nonsense. It's only confusing. Christ. Seriously. The insanity is so strong in the ARM version names that it burns. If it really makes sense to anybody ... you need to have your head examined. So please don't use ""aarch64"", because it's just f*cking crazy. And please don't use ""armv8"", because it's just completely retarded and confused."
0.82990870572725	http://markmail.org/message/stthptqsofmabsfe	B	16/07/12 09:50	1342425018	"Guys, stop it now. Your ""problem"" isn't what any sane person cares about, and isn't what I started the RFC for. Seriously. NOBODY CARES. ... Stop whining."
0.490007805994375	http://markmail.org/message/7uuk2at4vzrd3vve	B	23/07/12 12:08	1343038138	Seriously. People who use BUG() statements like some kind of assert() are a menace to society. They kill machines.
0.65200348375345	http://markmail.org/message/ulgml3kxn4ys56ez	C	31/07/12 14:53	1343739222	And the commit seems to be pure shit. Why is it pure shit? Look at what users are left. THERE ARE NO USERS THAT SET THAT FIELD ANY MORE! ... I've pulled the changes for now, but I absolutely *detest* seeing things like this. ...
0.832673044601956	http://markmail.org/message/bjt22z2iyiidsij3	C	05/09/12 19:46	1346867200	"Stop this ""we can break stuff"" crap. Who maintains udev? Regressions are not acceptable. I'm not going to change the kernel because udev broke, f*ck it. Seriously. More projects need to realize that regressions are totally and utterly unacceptable. ... That just encourages those package maintainers to be shit maintainers. ... And stop blaming the kernel for user space breakage!..."
0.808938865534043	http://markmail.org/message/adaxvroyz33wz2ff	B	14/09/12 14:14	1347624874	This patch is insane. This is pure garbage. Anybody who thinks this: ... is a good idea should be shot. Don't do it. ...That's just f*cking insane. Stop this kind of idiocy. The code looks bad, and the logic is pure shit too.
0.803821124869647	http://markmail.org/message/j3uroyzkdx3nqghw	C	16/09/12 12:56	1347792997	... And it really is all stupidly and badly done. I bet we can make that code faster without really changing the  end result at all, just changing the algorithm. ... In fact, looking at select_idle_sibling(), I just want to puke. The thing is crazy. ... instead it does totally f*cking insane things ... The code is shit. Just fix the shit, instead of trying to come up with some totally different model. Ok? ...
0.800885794263853	http://markmail.org/message/exu4jozhhfdbxf3t	B	30/09/12 10:50	1348995058	"... I don't understand why this seems to be so hard for people to understand. ...this whole thread is a wonderful example of how F*CKING STUPID it was to even consider it. ... SO STOP DOING ABI CHANGES. WE DON'T DO THEM. ...but anybody who does it on purpose ""just because"" should not be involved in kernel development (or library development for that matter)."
0.784159544290281	http://markmail.org/message/2s4sahuqnnfxytjc	B	03/10/12 07:44	1349243047	"Stop this idiocy. ... The fact that you then continually try to make this a ""kernel issue"" is just disgusting. Talking about the kernel solving it ""properly"" is pretty dishonest, when the kernel wasn't the problem in the first place. "
0.752699207020063	http://markmail.org/message/5fqjb4vjzh6idyzm	P	03/10/12 11:06	1349255207	"I also call bullshit on your ""it will surely be fixed when we know what's the right fix"" excuses. The fact is, you've spent the last several months blaming everybody but yourself, and actively told people to stop blaming you: ... despite having clearly seen the patch (you *replied* to it, for chissake, and I even told you in that same thread why that reply was wrong at the time). ... Kay, you are so full of sh*t that it's not funny. You're refusing to acknowledge your bugs, you refuse to fix them even when a patch is sent to you, and then you make excuses for the fact that we have to work around *your* bugs, and say that we should have done so from the very beginning. Yes, doing it in the kernel is ""more robust"". But don't play games, and stop the lying."
0.527212556614933	http://markmail.org/message/drhzuge43dxaqfqb	C	13/10/12 17:33	1350142432	"David, I want to make it very clear that if you *ever* suggest another big include file cleanup, I will say ""f*ck no"" and block you from my emails forever. Ok? So don't bother. We're done with these kinds of games. Forever. It's not worth it, don't ever suggest it again for some other ""cleanup""."
0.561776485750964	http://markmail.org/message/r3sjrhts3t7bqdxm	C	17/10/12 15:44	1350481445	That's just disgusting crazy talk. Christ, David, get a grip on yourself. ...
0.895154699659955	http://markmail.org/message/54aixu5ngczjm46r	C	25/10/12 13:10	1351163404	"Stop doing this f*cking crazy ad-hoc ""I have some other name available"" #defines. Use the same name, for chissake! Don't make up new random names. Just do ... to define the generic thing. Instead of having this INSANE ""two different names for the same f*cking thing"" crap. Stop it. Really. ...So NAK on this whole patch. It's bad. It's ugly, it's wrong, and it's actively buggy."
0.603324217832388	http://markmail.org/message/heh52ti35sar5odm	B	25/10/12 13:16	1351163816	Did anybody ever actually look at this sh*t-for-brains patch? Yeah, I'm grumpy. But I'm wasting time looking at patches that have new code in them that is stupid and retarded. This is the VM, guys, we don't add stupid and retarded code. LOOK at the code, for chrissake. Just look at it. And if you don't see why the above is stupid and retarded, you damn well shouldn't be touching VM code.
0.75370965481074	http://markmail.org/message/kmaq7fosctfrme6y	B	25/10/12 19:56	1351187785	"Rik, *LOOK* at the code like I asked you to, instead of making excuses for it. I'm not necessarily arguing with what the code tries to do. I'm arguing with the fact that the code is pure and utter *garbage*. It has two major (and I mean *MAJOR*) problems, both of which individually should make you ashamed for ever posting that piece of shit: The obvious-without-even-understanding-semantics problem: - it's humongously stupidly written. It calculates that 'flush_remote' flag WHETHER IT GETS USED OR NOT. Christ. I can kind of expect stuff like that in driver code etc, but in VM routines? Yes, the compiler may be smart enough to actually fix up the idiocy. That doesn't make it less stupid. The more-subtle-but-fundamental-problem: - regardless of how stupidly written it is on a very superficial level, it's even more stupid in a much more fundamental way. ... In other words, everything that was added by that patch is PURE AND UTTER SHIT. And THAT is what I'm objecting to. ... Because everything I see about ""flush_remote"" looks just wrong, wrong, wrong. And if there really is some reason for that whole flush_remote braindamage, then we have much bigger problems ... So that patch should be burned, and possibly used as an example of horribly crappy code for later generations. At no point should it be applied."
0.639439238563671	http://markmail.org/message/sw7db56lvg3o6dsu	C	26/10/12 13:11	1351249909	"But dammit, every single discussion I see, you use some *other* argument for it, like ""people don't have initrd"" or whatever crazy crap. That's what I was objecting to."
